"# sample","citing DOI","reference count","# reference","DOI","reference","key","author","year","article-title","journal-title","volume","issue","first-page","volume-title","edition","series-title","standards-body","ISSN","issn-type","ISBN","isbn-type","component","unstructured"
"227","10.1080/03719553.2016.1166565","10","4",NA,"2, CIT0004, 155, 175, Grice M. A. K., 1953, The Journal of Iron and Steel Institute","CIT0004","Grice M. A. K.","1953",NA,"The Journal of Iron and Steel Institute","175","2","155",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228","10.1126/scisignal.aao3888","2","2",NA,"2018010409551805000_10.488.eaao3888.2, 10, How the gut feels, smells, and talks, 170, Beumer, 2017, Cell","2018010409551805000_10.488.eaao3888.2","Beumer","2017","How the gut feels, smells, and talks","Cell","170",NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229","10.1177/0142331215597296","29","23",NA,"bibr23-0142331215597296, Stefanov ZI (2004) Fundamental modeling and control of falling film evaporators. PhD thesis, Texas Tech University, Lubbock, TX.","bibr23-0142331215597296",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stefanov ZI (2004) Fundamental modeling and control of falling film evaporators. PhD thesis, Texas Tech University, Lubbock, TX."
"230","10.4204/eptcs.256.7","32","18",NA,"HuaChi05, Huang, 53, 2005, Better k-best Parsing, Proc. of IWPT","HuaChi05","Huang","2005","Better k-best Parsing",NA,"Proc. of IWPT",NA,"53","Proc. of IWPT",NA,NA,NA,NA,NA,NA,NA,NA,NA
"231","10.1515/jee-2017-0036","23","10",NA,"ref231, Sedra, 24, 2011, Microelectronic University, Circuits","ref231","Sedra","2011","Microelectronic University","Circuits","24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","10.1371/journal.pone.0121706","62","57","10.1038/nrd3626","3, ref57, crossref, 215, 10.1038/nrd3626, The secret ally: immunostimulation by anticancer drugs, 11, L Galluzzi, 2012, Nat Rev Drug Discov","ref57","L Galluzzi","2012","The secret ally: immunostimulation by anticancer drugs","Nat Rev Drug Discov","11","3","215",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233","10.1103/physreva.96.023627","59","42","10.1103/PhysRevLett.109.235302","PhysRevA.96.023627Cc40R1, 10.1103/PhysRevLett.109.235302, publisher","PhysRevA.96.023627Cc40R1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234","10.1007/s10072-016-2636-4","5","4","10.1097/01.pas.0000131541.95394.23","9, 2636_CR4, crossref, 1133, 10.1097/01.pas.0000131541.95394.23, 28, JL Hornick, 2004, Hornick JL, Jaffe ES, Fletcher CD (2004) Extranodal histiocytic sarcoma: clinicopathologic analysis of 14 cases of a rare epithelioid malignancy. Am J Surg Pathol 28(9):1133–1144, Am J Surg Pathol","2636_CR4","JL Hornick","2004",NA,"Am J Surg Pathol","28","9","1133",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hornick JL, Jaffe ES, Fletcher CD (2004) Extranodal histiocytic sarcoma: clinicopathologic analysis of 14 cases of a rare epithelioid malignancy. Am J Surg Pathol 28(9):1133–1144"
"235","10.1017/jpr.2016.37","28","11","10.1214/aoap/1031863174","S0021900216000371_ref3, 10.1214/aoap/1031863174, publisher","S0021900216000371_ref3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236","10.1017/etds.2015.49","12","1","10.1017/S0143385700009822","S0143385715000498_r5, 10.1017/S0143385700009822, publisher","S0143385715000498_r5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237","10.1111/cxo.12596","78","40","10.1167/iovs.04-0015","10.1111/cxo.12596-BIB0040|cxo12596-cit-0040, crossref, 3113, 10.1167/iovs.04-0015, First steps toward noninvasive intraocular pressure monitoring with a sensing contact lens, 45, Leonardi, 2004, Invest Ophthalmol Vis Sci","10.1111/cxo.12596-BIB0040|cxo12596-cit-0040","Leonardi","2004","First steps toward noninvasive intraocular pressure monitoring with a sensing contact lens","Invest Ophthalmol Vis Sci","45",NA,"3113",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238","10.1152/ajplung.00079.2015","33","10","10.1007/s11095-006-9216-x","B10, 10.1007/s11095-006-9216-x, publisher","B10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239","10.1515/dzph-2016-0054","1","1",NA,"ref01, Dewey, 1925, 2008, The Quest for Certainty in ders The Later hg v Ill DeweyJ The for Certainty in dersThe Later hg vBoydston Ill, Quest","ref01","Dewey","2008","The Quest for Certainty in ders The Later hg v Ill DeweyJ The for Certainty in dersThe Later hg vBoydston Ill","Quest",NA,NA,"1925",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240","10.1002/arco.5136","151","88","10.1016/j.jas.2011.09.007","2, 10.1002/arco.5136-BIB0088|arco5136-cit-0088, crossref, 268, 10.1016/j.jas.2011.09.007, Dating Aboriginal stone-walled fishtraps at Lake Condah, southeast Australia, 39, McNiven, 2012, Journal of Archaeological Science","10.1002/arco.5136-BIB0088|arco5136-cit-0088","McNiven","2012","Dating Aboriginal stone-walled fishtraps at Lake Condah, southeast Australia","Journal of Archaeological Science","39","2","268",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241","10.1007/s11165-017-9630-6","115","111","10.1016/j.intell.2010.04.006","4, 9630_CR111, publisher, 412, 10.1016/j.intell.2010.04.006, 38, J Wai, 2010, Wai, J., Cacchio, M., Putallaz, M., & Makel, M. C. (2010). Sex differences in the right tail of cognitive abilities: a 30 year examination. Intelligence, 38(4), 412–423. doi:
10.1016/j.intell.2010.04.006

., Intelligence","9630_CR111","J Wai","2010",NA,"Intelligence","38","4","412",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wai, J., Cacchio, M., Putallaz, M., & Makel, M. C. (2010). Sex differences in the right tail of cognitive abilities: a 30 year examination. Intelligence, 38(4), 412–423. doi:
10.1016/j.intell.2010.04.006

."
"242","10.1186/s12875-015-0311-0","22","5","10.1016/j.mcna.2014.11.010","2, 311_CR5, publisher, 391, 10.1016/j.mcna.2014.11.010, 99, HD Lum, 2015, Lum HD, Sudore RL, Bekelman DB. Advance care planning in the elderly. Med Clin North Am. 2015;99(2):391–403., Med Clin North Am","311_CR5","HD Lum","2015",NA,"Med Clin North Am","99","2","391",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lum HD, Sudore RL, Bekelman DB. Advance care planning in the elderly. Med Clin North Am. 2015;99(2):391–403."
"243","10.1002/bmc.3496","1","1","10.1002/bmc.3318","10.1002/bmc.3496-BIB0001|bmc3496-cit-0001, crossref, 590, 10.1002/bmc.3318, Flavonoid profiles of immature and mature fruit tissues of Citrus grandis Osbeck (Dangyuja) and overall contribution to the antioxidant effect, 29, Yu, 2015, Biomedical Chromatography","10.1002/bmc.3496-BIB0001|bmc3496-cit-0001","Yu","2015","Flavonoid profiles of immature and mature fruit tissues of Citrus grandis Osbeck (Dangyuja) and overall contribution to the antioxidant effect","Biomedical Chromatography","29",NA,"590",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244","10.1007/s00220-016-2683-y","54","23","10.1007/BF01587909","2683_CR23, crossref, 757, 10.1007/BF01587909, 1, Y.-Z. Huang, 1995, Huang Y.-Z., Lepowsky J.: A theory of tensor products for module categories for a vertex operator algebra, II. Selecta Math. (New Series) 1, 757–786 (1995), Selecta Math. (New Series)","2683_CR23","Y.-Z. Huang","1995",NA,"Selecta Math. (New Series)","1",NA,"757",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Huang Y.-Z., Lepowsky J.: A theory of tensor products for module categories for a vertex operator algebra, II. Selecta Math. (New Series) 1, 757–786 (1995)"
"245","10.3390/ijgi4020900","69","15",NA,"ref15, Obura, 2009, Resilience Assessment Of Coral Reefs—Assessment Protocol For Coral Reefs, Focusing On Coral Bleaching And Thermal Stress","ref15","Obura","2009",NA,NA,NA,NA,NA,NA,NA,"Resilience Assessment Of Coral Reefs—Assessment Protocol For Coral Reefs, Focusing On Coral Bleaching And Thermal Stress",NA,NA,NA,NA,NA,NA,NA
"246","10.1080/16843703.2015.11673373","9","3",NA,"CIT0006, Montgomery, D. C. (2005).Introduction to Statistical Quality Control, 5thEdition. John Wiley and Sons, New York.","CIT0006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Montgomery, D. C. (2005).Introduction to Statistical Quality Control, 5thEdition. John Wiley and Sons, New York."
"247","10.1007/s12205-016-0265-3","34","30","10.3141/1771-09","265_CR30, crossref, 69, 10.3141/1771-09, 1771, S. T. Waller, 2001, Waller, S. T., Schofer, J. L., and Ziliaskopoulos, A. K. (2001). “Evaluation with traffic assignment under demand uncertainty.” J. Transp. Res. Board, Vol. 1771, pp. 69–74, DOI: 10.3141/1771-09., J. Transp. Res. Board","265_CR30","S. T. Waller","2001",NA,"J. Transp. Res. Board","1771",NA,"69",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Waller, S. T., Schofer, J. L., and Ziliaskopoulos, A. K. (2001). “Evaluation with traffic assignment under demand uncertainty.” J. Transp. Res. Board, Vol. 1771, pp. 69–74, DOI: 10.3141/1771-09."
"248","10.1039/c6py01141a","57","37","10.1016/j.jconrel.2008.01.005","C6PY01141A-(cit38)/*[position()=1], He, 127, 189, 2008, J. Controlled Release, 10.1016/j.jconrel.2008.01.005, crossref","C6PY01141A-(cit38)/*[position()=1]","He","2008",NA,"J. Controlled Release","127",NA,"189",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249","10.1080/10286632.2017.1288228","24","12",NA,"CIT0020, Front National, 2001, Pour un avenir français: Le programme de gouvernement du Front national [For a French Future: The Government Programme of the Front National]","CIT0020","Front National","2001",NA,NA,"Pour un avenir français: Le programme de gouvernement du Front national [For a French Future: The Government Programme of the Front National]",NA,NA,"Pour un avenir français: Le programme de gouvernement du Front national [For a French Future: The Government Programme of the Front National]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"250","10.1038/nrgastro.2016.65","1","1",NA,"nrgastro.2016.65-b1, ","nrgastro.2016.65-b1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"251","10.1111/resp.13052","116","65","10.1164/rccm.200501-088OC","10.1111/resp.13052-BIB0065|resp13052-cit-0065, crossref, 718, 10.1164/rccm.200501-088OC, Reversal of allergen-induced airway remodeling by CysLT1 receptor blockade, 173, Henderson, 2006, Am. J. Respir. Crit. Care Med.","10.1111/resp.13052-BIB0065|resp13052-cit-0065","Henderson","2006","Reversal of allergen-induced airway remodeling by CysLT1 receptor blockade","Am. J. Respir. Crit. Care Med.","173",NA,"718",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252","10.1007/s11356-016-6256-6","46","10","10.1080/03067310903198478","6256_CR10, crossref, 230, 10.1080/03067310903198478, 91, R Fernandez, 2011, Fernandez R, Galarraga F, Benzo Z, Marquez G, Fernandez AJ, Requiz MG, Hernandez J (2011) Lichens as biomonitors for the determination of polycyclic aromatic hydrocarbons (PAHs) in Caracas Valley, Venezuela. Int J Environ Anal Chem 91:230–240, Int J Environ Anal Chem","6256_CR10","R Fernandez","2011",NA,"Int J Environ Anal Chem","91",NA,"230",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fernandez R, Galarraga F, Benzo Z, Marquez G, Fernandez AJ, Requiz MG, Hernandez J (2011) Lichens as biomonitors for the determination of polycyclic aromatic hydrocarbons (PAHs) in Caracas Valley, Venezuela. Int J Environ Anal Chem 91:230–240"
"253","10.1093/jpids/pix099","43","32","10.1016/j.vaccine.2011.09.005","
key
				20171222142447_CIT0032, 29, 8175, 2011, New 30-valent M protein-based vaccine evokes cross-opsonic antibodies against non-vaccine serotypes of group A streptococci, Vaccine, 10.1016/j.vaccine.2011.09.005, crossref","
key
				20171222142447_CIT0032",NA,"2011","New 30-valent M protein-based vaccine evokes cross-opsonic antibodies against non-vaccine serotypes of group A streptococci","Vaccine","29",NA,"8175",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254","10.1093/isr/vix047","2","2",NA,"
key
				20171229030523_bib2, Freedom House, 2017, Freedom in the World 2017","
key
				20171229030523_bib2","Freedom House","2017",NA,NA,"Freedom in the World 2017",NA,NA,"Freedom in the World 2017",NA,NA,NA,NA,NA,NA,NA,NA,NA
"255","10.1515/arcadia-2016-0006","1","1","10.1353/nlh.2010.0038","ref01, crossref, 855, 10.1353/nlh.2010.0038, How Avant - gardes Begin and End Italian Futurism in historical perspective New, 41, Adamson, 2010, Literary History","ref01","Adamson","2010","How Avant - gardes Begin and End Italian Futurism in historical perspective New","Literary History","41",NA,"855",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256","10.1080/15287394.2016.1266721","17","3","10.1080/15287394.2016.1191400","CIT0004, 10.1080/15287394.2016.1191400, publisher","CIT0004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"257","10.1017/s0960129516000244","24","19","10.1112/blms/21.1.43","S0960129516000244_ref15, 10.1112/blms/21.1.43, publisher","S0960129516000244_ref15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258","10.1080/14697688.2016.1211797","40","15","10.1086/260061","CIT0015, 10.1086/260061, publisher","CIT0015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259","10.1111/famp.12139","62","21","10.1002/cd.156","10.1111/famp.12139-BIB0021|famp12139-cit-0021, crossref, 67, 10.1002/cd.156, Routine and ritual elements in family mealtimes: Contexts for child well-being and family identity, 111, Fiese, 2006, New Directions for Child and Adolescent Development","10.1111/famp.12139-BIB0021|famp12139-cit-0021","Fiese","2006","Routine and ritual elements in family mealtimes: Contexts for child well-being and family identity","New Directions for Child and Adolescent Development","111",NA,"67",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260","10.1002/2016ja023100","78","55","10.1029/2012JA017624","10.1002/2016JA023100-BIB0055|jgra53061-cit-0055, publisher, A09101, 10.1029/2012JA017624, Multispacecraft observation of magnetic cloud erosion by magnetic reconnection during propagation, 117, Ruffenach, 2012, J. Geophys. Res.","10.1002/2016JA023100-BIB0055|jgra53061-cit-0055","Ruffenach","2012","Multispacecraft observation of magnetic cloud erosion by magnetic reconnection during propagation","J. Geophys. Res.","117",NA,"A09101",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261","10.1177/0731684417727143","28","8","10.1002/app.38960","bibr15-0731684417727143, 10.1002/app.38960, publisher","bibr15-0731684417727143",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262","10.1007/s00542-015-2653-x","25","22","10.1016/j.polymer.2008.10.013","26, 2653_CR22, crossref, 5676, 10.1016/j.polymer.2008.10.013, 49, L Tan, 2008, Tan L, Pan D, Pan N (2008) Gelation behavior of polyacrylonitrile solution in relation to aging process and gel concentration. Polymer 49(26):5676–5682, Polymer","2653_CR22","L Tan","2008",NA,"Polymer","49","26","5676",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tan L, Pan D, Pan N (2008) Gelation behavior of polyacrylonitrile solution in relation to aging process and gel concentration. Polymer 49(26):5676–5682"
"263","10.1038/s41598-017-11377-9","59","27",NA,"11377_CR27, Collins, K., Mallinson, J. 2006. Use of shell to speed recovery of dredged aggregate seabed. In: (Eds) Newell, R. C., Garner, D. J. Marine Aggregate Extraction: Helping to Determine Good Practice. Report prepared by MES Ltd., on behalf of Department for Food and Rural Affairs (Defra). MES Ltd., 24A Monmouth Place, Bath, pp. 251. (2007).","11377_CR27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Collins, K., Mallinson, J. 2006. Use of shell to speed recovery of dredged aggregate seabed. In: (Eds) Newell, R. C., Garner, D. J. Marine Aggregate Extraction: Helping to Determine Good Practice. Report prepared by MES Ltd., on behalf of Department for Food and Rural Affairs (Defra). MES Ltd., 24A Monmouth Place, Bath, pp. 251. (2007)."
"264","10.1093/her/cyv049","51","51",NA,"2015101517474876000_cyv049v1.51, Viswanath, 215, 2006, Public communications and its role in reducing and eliminating health disparities, Examining the Health Disparities Research Plan of the National Institutes of Health: Unfinished Business","2015101517474876000_cyv049v1.51","Viswanath","2006","Public communications and its role in reducing and eliminating health disparities",NA,"Examining the Health Disparities Research Plan of the National Institutes of Health: Unfinished Business",NA,"215","Examining the Health Disparities Research Plan of the National Institutes of Health: Unfinished Business",NA,NA,NA,NA,NA,NA,NA,NA,NA
"265","10.1075/term.21.1.04pit","39","29",NA,"CIT0028, Pitkänen, 2008, Suomi kasvitieteen kieleksi. Elias Lönnrot termistön kehittäjänä","CIT0028","Pitkänen","2008",NA,NA,"Suomi kasvitieteen kieleksi. Elias Lönnrot termistön kehittäjänä",NA,NA,"Suomi kasvitieteen kieleksi. Elias Lönnrot termistön kehittäjänä",NA,NA,NA,NA,NA,NA,NA,NA,NA
"266","10.1002/sim.7447","34","3","10.1007/s11606-012-2166-6","1, 10.1002/sim.7447-BIB0003|sim7447-cit-0003, crossref, 32, 10.1007/s11606-012-2166-6, Respect-PTSD: re-engineering systems for the primary care treatment of PTSD, a randomized controlled trial, 28, Schnurr, 2013, J Gen Intern Med","10.1002/sim.7447-BIB0003|sim7447-cit-0003","Schnurr","2013","Respect-PTSD: re-engineering systems for the primary care treatment of PTSD, a randomized controlled trial","J Gen Intern Med","28","1","32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267","10.1111/gwao.12207","101","27","10.1108/13639510110390936","10.1111/gwao.12207-BIB0027|gwao12207-cit-0028, crossref, 181, 10.1108/13639510110390936, A social constructionist account of police culture and its influence on the representation and progression of female officers: A repertory grid analysis in a UK police force, 24, Dick, 2001, Policing: An International Journal of Police Strategies & Management","10.1111/gwao.12207-BIB0027|gwao12207-cit-0028","Dick","2001","A social constructionist account of police culture and its influence on the representation and progression of female officers: A repertory grid analysis in a UK police force","Policing: An International Journal of Police Strategies & Management","24",NA,"181",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268","10.1007/s12206-017-0752-6","24","8","10.1017/jfm.2013.664","752_CR8, crossref, 1, 10.1017/jfm.2013.664, 741, R. J. A. M. Stevens, 2014, R. J. A. M. Stevens, D. Lohse and R. Verzicco, Sidewall effects in Rayleigh-Bénard convection, Journal of Fluid Mechanics, 741 (2014) 1–27., Journal of Fluid Mechanics","752_CR8","R. J. A. M. Stevens","2014",NA,"Journal of Fluid Mechanics","741",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"R. J. A. M. Stevens, D. Lohse and R. Verzicco, Sidewall effects in Rayleigh-Bénard convection, Journal of Fluid Mechanics, 741 (2014) 1–27."
"269","10.7717/peerj-cs.142","31","24","10.1371/journal.pcbi.1003285","10, 10.7717/peerj-cs.142/ref-24, publisher, e1003285, 10.1371/journal.pcbi.1003285, Ten simple rules for reproducible computational research, 9, Sandve, 2013, PLOS Compututational Biology","10.7717/peerj-cs.142/ref-24","Sandve","2013","Ten simple rules for reproducible computational research","PLOS Compututational Biology","9","10","e1003285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"270","10.1007/s10404-016-1755-9","24","13","10.1021/acs.analchem.5b04310","1755_CR13, crossref, 320, 10.1021/acs.analchem.5b04310, 88, DEW Patabadige, 2016, Patabadige DEW, Shu J, Sibbitts J, Sadeghi J, Sellens K, Culbertson CT (2016) Micro total analysis systems: fundamental advances and applications. Anal Chem 88:320–338, Anal Chem","1755_CR13","DEW Patabadige","2016",NA,"Anal Chem","88",NA,"320",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Patabadige DEW, Shu J, Sibbitts J, Sadeghi J, Sellens K, Culbertson CT (2016) Micro total analysis systems: fundamental advances and applications. Anal Chem 88:320–338"
"271","10.1080/23818107.2017.1339293","44","9","10.5962/bhl.part.14761","CIT0010, 10.5962/bhl.part.14761, publisher","CIT0010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"272","10.1038/s41598-017-05615-3","66","60","10.1016/j.jip.2009.02.008","5615_CR60, crossref, 71, 10.1016/j.jip.2009.02.008, 101, R Marzban, 2009, Marzban, R., He, Q., Liu, X. & Zhang, Q. Effects of Bacillus thuringiensis toxin Cry1Ac and cytoplasmic polyhedrosis virus of Helicoverpa armigera (Hübner) (HaCPV) on cotton bollworm (Lepidoptera: Noctuidae). J. Invert. Pathol. 101, 71–76 (2009)., J. Invert. Pathol.","5615_CR60","R Marzban","2009",NA,"J. Invert. Pathol.","101",NA,"71",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marzban, R., He, Q., Liu, X. & Zhang, Q. Effects of Bacillus thuringiensis toxin Cry1Ac and cytoplasmic polyhedrosis virus of Helicoverpa armigera (Hübner) (HaCPV) on cotton bollworm (Lepidoptera: Noctuidae). J. Invert. Pathol. 101, 71–76 (2009)."
